lon,lat,ruta
-70.4510954,-33.3692513,2
-70.4511823,-33.369241,2
-70.4512911,-33.3692155,2
-70.4513269,-33.3692017,2
-70.4514388,-33.3691974,2
-70.4514961,-33.3691834,2
-70.4515513,-33.3691499,2
-70.4515958,-33.369093,2
-70.4516497,-33.3690163,2
-70.4516649,-33.3689808,2
-70.4516895,-33.3688749,2
-70.4516646,-33.3688322,2
-70.4516236,-33.3688006,2
-70.451593,-33.3687694,2
-70.4515462,-33.3687765,2
-70.4515161,-33.3687434,2
-70.4515052,-33.3686641,2
-70.4515435,-33.3684904,2
-70.4515471,-33.3683968,2
-70.4515713,-33.3683346,2
-70.4515731,-33.3682416,2
-70.4515591,-33.3681879,2
-70.4515431,-33.3681381,2
-70.4515268,-33.3680885,2
-70.4515023,-33.3680611,2
-70.4514467,-33.3680562,2
-70.4514102,-33.3680622,2
-70.4513475,-33.3680777,2
-70.4512941,-33.3680679,2
-70.4512542,-33.3680518,2
-70.4511897,-33.3680411,2
-70.4511143,-33.3680635,2
-70.4510629,-33.3680826,2
-70.4509972,-33.3681124,2
-70.4509386,-33.3681215,2
-70.4508897,-33.3680989,2
-70.4508697,-33.3680542,2
-70.4508794,-33.3679835,2
-70.4509024,-33.3679062,2
-70.4509595,-33.3678294,2
-70.4510177,-33.3677885,2
-70.4510638,-33.367751,2
-70.4511325,-33.3677161,2
-70.4511833,-33.3677022,2
-70.4512427,-33.3676629,2
-70.4512767,-33.3676664,2
-70.4513424,-33.3676445,2
-70.4513983,-33.3676169,2
-70.4514176,-33.3675566,2
-70.4513994,-33.3675033,2
-70.4513673,-33.3674554,2
-70.4513325,-33.3674154,2
-70.4512937,-33.3673875,2
-70.4512282,-33.3673283,2
-70.4511297,-33.3672978,2
-70.4510918,-33.3672631,2
-70.4510477,-33.3672497,2
-70.4510073,-33.3672226,2
-70.4509712,-33.3671797,2
-70.4509302,-33.3671536,2
-70.4508887,-33.3671284,2
-70.4508482,-33.3670988,2
-70.4508072,-33.3670704,2
-70.4507514,-33.3670512,2
-70.4507105,-33.367021,2
-70.4506649,-33.3669601,2
-70.450615,-33.3669649,2
-70.4505584,-33.3669477,2
-70.4504996,-33.3669394,2
-70.4504538,-33.3669276,2
-70.4504283,-33.3668788,2
-70.4504191,-33.3668105,2
-70.4504345,-33.3667412,2
-70.4503364,-33.3667317,2
-70.450294,-33.3667434,2
-70.4502705,-33.3667485,2
-70.4502289,-33.3667688,2
-70.4501866,-33.3667889,2
-70.4501628,-33.3667943,2
-70.4501186,-33.366814,2
-70.450088,-33.3668319,2
-70.4500476,-33.3668616,2
-70.4500223,-33.36689,2
-70.4500123,-33.3669248,2
-70.4499891,-33.3669467,2
-70.4499641,-33.3669832,2
-70.44995,-33.3670162,2
-70.4499422,-33.3670601,2
-70.4499291,-33.3670787,2
-70.4499092,-33.3671027,2
-70.4498977,-33.3671301,2
-70.4498778,-33.3671464,2
-70.4498234,-33.3671497,2
-70.4497692,-33.3671452,2
-70.4497154,-33.367141,2
-70.4496344,-33.3671348,2
-70.4496047,-33.3671401,2
-70.4495548,-33.3671458,2
-70.449521,-33.3671654,2
-70.4495049,-33.3671915,2
-70.4494811,-33.3672151,2
-70.4494354,-33.3672231,2
-70.4493885,-33.3672151,2
-70.4493362,-33.3672052,2
-70.4492702,-33.3671907,2
-70.4491973,-33.3671661,2
-70.449138,-33.3671462,2
-70.4490905,-33.3670975,2
-70.4490511,-33.3670514,2
-70.4490245,-33.3670093,2
-70.4490126,-33.3669723,2
-70.4489966,-33.3669257,2
-70.4489787,-33.3668947,2
-70.4489637,-33.3668565,2
-70.4489374,-33.3668141,2
-70.4488963,-33.3667744,2
-70.448878,-33.3667433,2
-70.4488399,-33.36673,2
-70.4488048,-33.3667179,2
-70.4487658,-33.3667293,2
-70.4487477,-33.3667645,2
-70.4487375,-33.3668115,2
-70.4487417,-33.3668381,2
-70.4487489,-33.3668911,2
-70.4487628,-33.3669464,2
-70.4487903,-33.3669893,2
-70.4488249,-33.3670429,2
-70.4488554,-33.3670864,2
-70.4488886,-33.3671305,2
-70.4489113,-33.367171,2
-70.4489196,-33.3671984,2
-70.4489501,-33.3672574,2
-70.4489778,-33.3672989,2
-70.4490045,-33.367356,2
-70.4490416,-33.3674079,2
-70.4490893,-33.3674862,2
-70.4491181,-33.3675265,2
-70.4491282,-33.3675841,2
-70.4491348,-33.3676245,2
-70.4491292,-33.367646,2
-70.4491169,-33.3676884,2
-70.4491137,-33.367702800000004,2
-70.4490905,-33.3677498,2
-70.449084,-33.3677633,2
-70.4490646,-33.3678114,2
-70.449046,-33.367837,2
-70.4490331,-33.3678641,2
-70.4490108,-33.3678887,2
-70.44897,-33.3679088,2
-70.4489378,-33.3679311,2
-70.4489054,-33.3679536,2
-70.4488734,-33.3679763,2
-70.4488366,-33.3679979,2
-70.448779,-33.3679992,2
-70.4486784,-33.3680057,2
-70.4485773,-33.3679813,2
-70.448516,-33.3679665,2
-70.4484775,-33.3679571,2
-70.4484192,-33.3679351,2
-70.4482883,-33.3678953,2
-70.4482654,-33.3678654,2
-70.44825,-33.3678373,2
-70.4482568,-33.3678146,2
-70.4482946,-33.3677917,2
-70.4483369,-33.3677623,2
-70.448408,-33.3677327,2
-70.4484716,-33.3677096,2
-70.4485029,-33.3676861,2
-70.4485339,-33.3676466,2
-70.4485414,-33.3676168,2
-70.448513,-33.3675769,2
-70.4484651,-33.3675475,2
-70.4484274,-33.3675289,2
-70.4483918,-33.3675109,2
-70.4483577,-33.367485,2
-70.4482691,-33.3674437,2
-70.4481736,-33.3673914,2
-70.448134,-33.3673549,2
-70.4480954,-33.3673101,2
-70.4480524,-33.3672721,2
-70.4480085,-33.3672422,2
-70.4479337,-33.3671773,2
-70.4478647,-33.3671308,2
-70.4477564,-33.3670631,2
-70.4476726,-33.3670199,2
-70.4476113,-33.3669744,2
-70.4475439,-33.3669357,2
-70.4475002,-33.3668861,2
-70.4474621,-33.3668472,2
-70.4474376,-33.3668127,2
-70.4473538,-33.3667967,2
-70.4473368,-33.3667854,2
-70.447324,-33.366765,2
-70.4473073,-33.3667434,2
-70.4473064,-33.3667222,2
-70.447319,-33.3667004,2
-70.4473236,-33.3666811,2
-70.4473387,-33.3666551,2
-70.4473475,-33.3666268,2
-70.4473488,-33.366595,2
-70.4473464,-33.366578,2
-70.447352,-33.366553,2
-70.4473496,-33.3665359,2
-70.4473542,-33.3665216,2
-70.4473603,-33.3664864,2
-70.4473651,-33.3664722,2
-70.4473681,-33.3664465,2
-70.4473717,-33.3664212,2
-70.4473807,-33.3663979,2
-70.4473833,-33.3663777,2
-70.4473879,-33.3663528,2
-70.447402,-33.3663268,2
-70.4474171,-33.3663013,2
-70.4474266,-33.3662841,2
-70.4474409,-33.3662527,2
-70.4474491,-33.3662292,2
-70.4474551,-33.3662157,2
-70.4474676,-33.3661891,2
-70.4474802,-33.3661787,2
-70.4474917,-33.3661572,2
-70.4475064,-33.3661425,2
-70.4475239,-33.366119,2
-70.4475385,-33.36611,2
-70.4475589,-33.3660933,2
-70.4475706,-33.3660779,2
-70.447586,-33.3660593,2
-70.4476112,-33.3660356,2
-70.447622,-33.3660255,2
-70.4476469,-33.366002,2
-70.4476647,-33.3659853,2
-70.4476866,-33.3659659,2
-70.4477091,-33.3659471,2
-70.4477306,-33.3659278,2
-70.4477445,-33.3659147,2
-70.4477665,-33.3658906,2
-70.4477862,-33.3658751,2
-70.4477967,-33.3658546,2
-70.4478051,-33.3658382,2
-70.4478204,-33.36582,2
-70.4478279,-33.3657976,2
-70.447835799999993,-33.3657753,2
-70.4478452,-33.3657487,2
-70.4478526,-33.3657261,2
-70.4478568,-33.3657124,2
-70.4478683,-33.3656929,2
-70.4478754,-33.3656713,2
-70.4478802,-33.3656535,2
-70.4478896,-33.3656382,2
-70.4478991,-33.3656229,2
-70.4479085,-33.3656077,2
-70.4479229,-33.3655906,2
-70.4479346,-33.3655772,2
-70.4479456,-33.3655633,2
-70.4479602,-33.3655468,2
-70.4479752,-33.3655306,2
-70.4479783,-33.3655274,2
-70.4479134,-33.3655292,2
-70.4478806,-33.3655334,2
-70.4478621,-33.3655425,2
-70.4478357,-33.365554,2
-70.4478197,-33.365569,2
-70.4477981,-33.3655823,2
-70.4477808,-33.3655969,2
-70.4477571,-33.3656096,2
-70.4477379,-33.3656289,2
-70.4477213,-33.3656444,2
-70.4477083,-33.365666,2
-70.4476932,-33.365677,2
-70.4476862,-33.3657005,2
-70.4476714,-33.3657167,2
-70.4476489,-33.3657256,2
-70.4476216,-33.365733,2
-70.4475941,-33.3657404,2
-70.4475596,-33.3657459,2
-70.4475361,-33.3657496,2
-70.4475096,-33.3657577,2
-70.4474815,-33.3657653,2
-70.4474425,-33.36577,2
-70.44741,-33.3657765,2
-70.4473721,-33.3657869,2
-70.447352,-33.365797,2
-70.4473459,-33.365811,2
-70.4473297,-33.3658431,2
-70.4472938,-33.3658599,2
-70.4472581,-33.3658718,2
-70.4472277,-33.3658747,2
-70.4471906,-33.3658813,2
-70.44716,-33.3658897,2
-70.4471241,-33.3658969,2
-70.4470994,-33.3659123,2
-70.4470613,-33.3659246,2
-70.4470294,-33.3659386,2
-70.4470049,-33.3659545,2
-70.4469771,-33.3659752,2
-70.4469437,-33.3659893,2
-70.4469271,-33.3660074,2
-70.4468947,-33.3660219,2
-70.4468798,-33.3660406,2
-70.4468495,-33.3660559,2
-70.4468359,-33.3660695,2
-70.4467981,-33.3660888,2
-70.4467736,-33.3661057,2
-70.4467414,-33.3661211,2
-70.4467021,-33.3661408,2
-70.4466655,-33.3661445,2
-70.446635,-33.3661494,2
-70.4466119,-33.3661616,2
-70.4465729,-33.3661737,2
-70.4465614,-33.36618,2
-70.4465481,-33.3661836,2
-70.4465352,-33.3661882,2
-70.4465247,-33.3661906,2
-70.4465086,-33.366196,2
-70.4464923,-33.3661956,2
-70.4464731,-33.3661968,2
-70.4464603,-33.366201,2
-70.4464439,-33.3662008,2
-70.4464336,-33.3662033,2
-70.4464088,-33.3662074,2
-70.44639,-33.3662091,2
-70.4463759,-33.3662119,2
-70.4463618,-33.3662147,2
-70.4463477,-33.3662175,2
-70.4463334,-33.3662204,2
-70.446309,-33.3662209,2
-70.4462926,-33.3662213,2
-70.4462712,-33.3662211,2
-70.4462525,-33.3662244,2
-70.4462311,-33.3662244,2
-70.4462146,-33.3662254,2
-70.4462011,-33.3662247,2
-70.4461768,-33.3662217,2
-70.4461568,-33.3662187,2
-70.4461337,-33.3662119,2
-70.446113,-33.3662083,2
-70.4460925,-33.3662052,2
-70.4460685,-33.3662033,2
-70.4460442,-33.3662014,2
-70.4460232,-33.3661982,2
-70.4460073,-33.3661957,2
-70.4459908,-33.3661923,2
-70.445974,-33.3661889,2
-70.4459471,-33.3661846,2
-70.4459198,-33.3661802,2
-70.4458929,-33.3661712,2
-70.4458726,-33.3661644,2
-70.4458492,-33.3661545,2
-70.4458321,-33.3661517,2
-70.4458067,-33.3661401,2
-70.4457898,-33.3661377,2
-70.445766,-33.3661335,2
-70.4457493,-33.3661316,2
-70.4457256,-33.3661278,2
-70.4456983,-33.3661203,2
-70.445672,-33.366109,2
-70.4456465,-33.3660983,2
-70.4456201,-33.3660868,2
-70.4455977,-33.3660743,2
-70.4455757,-33.3660624,2
-70.4455611,-33.3660527,2
-70.4455389,-33.3660352,2
-70.4455158,-33.3660224,2
-70.4454913,-33.3660025,2
-70.4454619,-33.3659888,2
-70.4454374,-33.365975,2
-70.4454047,-33.3659585,2
-70.4453772,-33.3659417,2
-70.4453527,-33.3659222,2
-70.4453228,-33.3659031,2
-70.4452662,-33.3658628,2
-70.4452337,-33.3658415,2
-70.4451814,-33.3658004,2
-70.4451606,-33.3657796,2
-70.4451396,-33.3657584,2
-70.4451131,-33.3657317,2
-70.4450918,-33.3657104,2
-70.4450611,-33.3656796,2
-70.4450489,-33.365661,2
-70.4450202,-33.3656255,2
-70.4450001,-33.3656051,2
-70.4449664,-33.3655708,2
-70.4449104,-33.3655135,2
-70.4448492,-33.3654496,2
-70.4448314,-33.3654287,2
-70.4448324,-33.3654066,2
-70.4448379,-33.3653897,2
-70.4448305,-33.3653619,2
-70.4448276,-33.3653441,2
-70.4448064,-33.3653033,2
-70.4447943,-33.3652786,2
-70.4447994,-33.365265,2
-70.4447918,-33.3652407,2
-70.4447933,-33.3652275,2
-70.4447975,-33.3652073,2
-70.4448083,-33.3652056,2
-70.4448193,-33.3651942,2
-70.4448394,-33.3651945,2
-70.4448576,-33.3651979,2
-70.4448809,-33.3652034,2
-70.4449099,-33.3652268,2
-70.4449403,-33.3652581,2
-70.4449746,-33.3652999,2
-70.444997,-33.3653299,2
-70.4450193,-33.365355,2
-70.445038,-33.3653797,2
-70.4450501,-33.3653954,2
-70.4450621,-33.3654109,2
-70.445074,-33.3654262,2
-70.445093,-33.3654464,2
-70.4451118,-33.365462,2
-70.4451273,-33.3654688,2
-70.4451456,-33.3654796,2
-70.4451752,-33.3654919,2
-70.4451975,-33.3654992,2
-70.4452158,-33.3655059,2
-70.445235,-33.3655096,2
-70.4452532,-33.3655165,2
-70.4452658,-33.3655204,2
-70.4452867,-33.3655227,2
-70.4452999,-33.3655233,2
-70.4453122,-33.3655271,2
-70.4453232,-33.365525,2
-70.4453462,-33.3655267,2
-70.445359,-33.3655273,2
-70.4453815,-33.365529,2
-70.4453986,-33.3655316,2
-70.4454012,-33.3655311,2
-70.4454564,-33.3655308,2
-70.4454743,-33.3655324,2
-70.4454951,-33.3655332,2
-70.445507,-33.3655333,2
-70.445531,-33.3655307,2
-70.4455457,-33.3655301,2
-70.4455602,-33.3655295,2
-70.4455777,-33.3655283,2
-70.4455917,-33.3655274,2
-70.4456107,-33.3655246,2
-70.4456319,-33.3655238,2
-70.4456451,-33.3655227,2
-70.4456556,-33.3655223,2
-70.4456714,-33.3655204,2
-70.4456893,-33.3655204,2
-70.4456974,-33.3655182,2
-70.4457174,-33.3655171,2
-70.4457301,-33.3655128,2
-70.4457423,-33.3655113,2
-70.4457569,-33.3655089,2
-70.4457714,-33.3655065,2
-70.4457884,-33.3655033,2
-70.4458021,-33.3655036,2
-70.4458262,-33.3654979,2
-70.4458401,-33.3654955,2
-70.4458514,-33.3654938,2
-70.4458651,-33.3654912,2
-70.4458786,-33.3654886,2
-70.4459082,-33.3654832,2
-70.4459218,-33.3654809,2
-70.4459426,-33.3654768,2
-70.4459539,-33.3654757,2
-70.4459696,-33.365473,2
-70.4459844,-33.3654692,2
-70.4459933,-33.3654658,2
-70.4460067,-33.3654607,2
-70.4460155,-33.3654574,2
-70.4460288,-33.3654524,2
-70.446042,-33.3654475,2
-70.4460486,-33.365445,2
-70.4460673,-33.3654365,2
-70.4460755,-33.3654326,2
-70.4460858,-33.3654279,2
-70.4461002,-33.3654212,2
-70.4461104,-33.3654165,2
-70.4461267,-33.365409,2
-70.4461369,-33.3654043,2
-70.4461523,-33.3653958,2
-70.4461657,-33.3653883,2
-70.4461715,-33.3653851,2
-70.4461834,-33.3653759,2
-70.4461926,-33.3653701,2
-70.4461983,-33.3653632,2
-70.4462075,-33.3653538,2
-70.4462128,-33.36535,2
-70.446217,-33.3653448,2
-70.4462302,-33.3653337,2
-70.446235,-33.3653258,2
-70.446241,-33.3653194,2
-70.4462476,-33.3653103,2
-70.4462536,-33.3653039,2
-70.4462578,-33.3652988,2
-70.446265,-33.365294,2
-70.4462781,-33.3652826,2
-70.4462888,-33.3652753,2
-70.4462977,-33.3652691,2
-70.4463067,-33.3652631,2
-70.4463184,-33.3652532,2
-70.4463255,-33.3652444,2
-70.4463305,-33.36524,2
-70.4463421,-33.3652297,2
-70.4463476,-33.3652223,2
-70.4463558,-33.365215,2
-70.4463663,-33.3652032,2
-70.4463752,-33.3651929,2
-70.4463841,-33.3651825,2
-70.4463924,-33.3651752,2
-70.4463995,-33.365166,2
-70.4464079,-33.3651589,2
-70.4464181,-33.3651505,2
-70.4464237,-33.3651432,2
-70.4464305,-33.3651376,2
-70.4464401,-33.3651243,2
-70.4464492,-33.3651141,2
-70.4464543,-33.3651099,2
-70.4464639,-33.3650965,2
-70.4464713,-33.3650877,2
-70.4464753,-33.3650817,2
-70.4464855,-33.3650733,2
-70.4464931,-33.3650648,2
-70.4464995,-33.3650545,2
-70.4465043,-33.3650455,2
-70.4465136,-33.3650356,2
-70.4465183,-33.3650265,2
-70.4465259,-33.365018,2
-70.4465295,-33.3650069,2
-70.4465315,-33.3649973,2
-70.4465301,-33.3649907,2
-70.4465287,-33.3649799,2
-70.4465282,-33.3649709,2
-70.446526,-33.364963,2
-70.4465223,-33.3649575,2
-70.4465167,-33.3649528,2
-70.4465081,-33.3649512,2
-70.4464955,-33.3649513,2
-70.4464829,-33.3649514,2
-70.4464732,-33.364952,2
-70.4464623,-33.3649549,2
-70.4464554,-33.3649561,2
-70.4464386,-33.3649617,2
-70.44643,-33.3649647,2
-70.4464137,-33.3649771,2
-70.4463963,-33.3649877,2
-70.4463885,-33.3649929,2
-70.4463801,-33.3650012,2
-70.4463756,-33.3650028,2
-70.4463659,-33.3650138,2
-70.4463494,-33.3650276,2
-70.4463395,-33.3650335,2
-70.4463279,-33.365041,2
-70.4463129,-33.3650518,2
-70.4462987,-33.3650601,2
-70.4462955,-33.3650635,2
-70.4462813,-33.3650718,2
-70.4462747,-33.3650787,2
-70.4462638,-33.3650836,2
-70.4462574,-33.3650866,2
-70.4462478,-33.3650889,2
-70.4462381,-33.3650912,2
-70.4462266,-33.3650951,2
-70.4462166,-33.3651011,2
-70.4462022,-33.3651051,2
-70.4461939,-33.3651097,2
-70.4461857,-33.3651142,2
-70.446171,-33.3651174,2
-70.4461557,-33.3651196,2
-70.4461425,-33.3651209,2
-70.4461313,-33.3651212,2
-70.4461235,-33.3651224,2
-70.4461158,-33.3651236,2
-70.4461061,-33.3651261,2
-70.4460871,-33.3651281,2
-70.4460716,-33.3651309,2
-70.4460597,-33.3651346,2
-70.4460419,-33.3651385,2
-70.4460258,-33.3651408,2
-70.4459994,-33.3651455,2
-70.4459809,-33.3651453,2
-70.4459623,-33.3651489,2
-70.4459498,-33.3651526,2
-70.4459289,-33.3651499,2
-70.4459117,-33.365148,2
-70.4458988,-33.3651439,2
-70.4458795,-33.365136,2
-70.4458633,-33.3651281,2
-70.4458519,-33.3651183,2
-70.4458426,-33.3651111,2
-70.445819,-33.3650946,2
-70.4458048,-33.3650817,2
-70.4457872,-33.3650686,2
-70.4457686,-33.3650504,2
-70.4457555,-33.3650388,2
-70.445738,-33.3650182,2
-70.4457261,-33.3650043,2
-70.4457151,-33.3649913,2
-70.4456976,-33.3649705,2
-70.445688,-33.364963,2
-70.4456627,-33.364937,2
-70.4456458,-33.3649251,2
-70.4456301,-33.3649064,2
-70.4456106,-33.3648834,2
-70.445593,-33.3648623,2
-70.4455806,-33.3648474,2
-70.4455637,-33.364827,2
-70.4455379,-33.3647914,2
-70.4455372,-33.3647774,2
-70.445533,-33.3647678,2
-70.4455279,-33.3647393,2
-70.4455314,-33.36473,2
-70.445511,-33.3646768,2
-70.4454972,-33.3646452,2
-70.4454887,-33.3646202,2
-70.4454735,-33.3645814,2
-70.4454573,-33.3645362,2
-70.445462,-33.3645228,2
-70.4454573,-33.3645021,2
-70.4454527,-33.3644764,2
-70.4454486,-33.3644513,2
-70.4454446,-33.364431,2
-70.4454249,-33.3643954,2
-70.4454137,-33.3643707,2
-70.4453978,-33.3643344,2
-70.4453778,-33.3643078,2
-70.4453576,-33.3642808,2
-70.4453434,-33.3642568,2
-70.4453323,-33.3642371,2
-70.4453306,-33.3642244,2
-70.4453247,-33.3642062,2
-70.4453177,-33.364187,2
-70.445318,-33.3641717,2
-70.4453269,-33.3641625,2
-70.4453392,-33.3641577,2
-70.4453514,-33.3641528,2
-70.4453635,-33.3641478,2
-70.4453851,-33.3641502,2
-70.4454137,-33.3641677,2
-70.4454419,-33.3641852,2
-70.4454865,-33.3642217,2
-70.4455055,-33.364233,2
-70.4455554,-33.3642737,2
-70.4455738,-33.3642903,2
-70.4456081,-33.3643197,2
-70.445644,-33.3643415,2
-70.4456718,-33.3643623,2
-70.4457025,-33.3643887,2
-70.4457389,-33.3644137,2
-70.4457686,-33.3644398,2
-70.4457929,-33.3644526,2
-70.4458202,-33.3644707,2
-70.4458348,-33.3644729,2
-70.4458436,-33.3644764,2
-70.445858,-33.3644785,2
-70.4458785,-33.3644804,2
-70.4459174,-33.364499,2
-70.4459136,-33.3644825,2
-70.4458943,-33.3644507,2
-70.445878,-33.3644238,2
-70.4458655,-33.3644035,2
-70.4458609,-33.3643964,2
-70.445831,-33.3643686,2
-70.4458071,-33.3643455,2
-70.4457898,-33.3643284,2
-70.4457653,-33.3643049,2
-70.4457406,-33.3642817,2
-70.4457189,-33.3642634,2
-70.4456945,-33.3642416,2
-70.4456773,-33.3642259,2
-70.4456445,-33.3642024,2
-70.44562,-33.3641816,2
-70.4455958,-33.3641664,2
-70.445541,-33.3641223,2
-70.4454969,-33.3640846,2
-70.445466,-33.3640674,2
-70.4454313,-33.3640454,2
-70.4454076,-33.3640341,2
-70.4453976,-33.3640257,2
-70.4453545,-33.3639983,2
-70.4453234,-33.3639769,2
-70.4452822,-33.3639534,2
-70.4452626,-33.363944,2
-70.4452393,-33.3639355,2
-70.4452163,-33.363922,2
-70.4451932,-33.3639085,2
-70.4451656,-33.3638951,2
-70.4451355,-33.3638784,2
-70.4451123,-33.3638592,2
-70.4450819,-33.3638368,2
-70.4450652,-33.3638269,2
-70.4450317,-33.3638072,2
-70.445009,-33.3637904,2
-70.4449951,-33.3637779,2
-70.4449735,-33.3637766,2
-70.4449639,-33.3637769,2
-70.4449521,-33.3637705,2
-70.444945,-33.363768,2
-70.4449308,-33.363761,2
-70.4449189,-33.3637521,2
-70.4449142,-33.3637458,2
-70.4449046,-33.3637326,2
-70.4448998,-33.3637237,2
-70.4448974,-33.363713,2
-70.444895,-33.3637042,2
-70.444895,-33.3636912,2
-70.4448952,-33.363682,2
-70.4448929,-33.3636676,2
-70.444893,-33.3636559,2
-70.4448883,-33.3636431,2
-70.4448884,-33.3636311,2
-70.4448862,-33.36362,2
-70.4448839,-33.3636115,2
-70.4448818,-33.363587,2
-70.4448819,-33.3635816,2
-70.4448823,-33.3635653,2
-70.4448826,-33.3635487,2
-70.4448831,-33.3635331,2
-70.4448833,-33.3635268,2
-70.4448843,-33.3634978,2
-70.444885,-33.3634832,2
-70.4448887,-33.3634611,2
-70.4448922,-33.3634425,2
-70.4448981,-33.3634322,2
-70.4449067,-33.3634194,2
-70.4449184,-33.3634004,2
-70.4449243,-33.3633878,2
-70.4449328,-33.3633796,2
-70.4449447,-33.3633577,2
-70.4449539,-33.3633383,2
-70.4449574,-33.3633221,2
-70.4449582,-33.3633026,2
-70.4449586,-33.3632928,2
-70.4449593,-33.3632764,2
-70.4449598,-33.3632663,2
-70.4449578,-33.3632484,2
-70.444953,-33.3632295,2
-70.444948,-33.3632139,2
-70.4449436,-33.3631857,2
-70.4449429,-33.3631431,2
-70.4449468,-33.3631265,2
-70.4449534,-33.3631144,2
-70.444966,-33.3631029,2
-70.4449844,-33.3630932,2
-70.4449996,-33.3630877,2
-70.4450188,-33.3630716,2
-70.4450314,-33.3630639,2
-70.4450432,-33.363063,2
-70.4450551,-33.3630622,2
-70.4450678,-33.3630543,2
-70.445086,-33.3630495,2
-70.4450997,-33.3630347,2
-70.4451089,-33.3630323,2
-70.4451221,-33.3630228,2
-70.4451446,-33.3630104,2
-70.445162,-33.3629941,2
-70.4451718,-33.3629718,2
-70.4451858,-33.3629423,2
-70.445189,-33.3629243,2
-70.4452015,-33.362884,2
-70.4452165,-33.3628654,2
-70.4452317,-33.3628661,2
-70.4452409,-33.362865,2
-70.4452516,-33.3628536,2
-70.4452579,-33.3628321,2
-70.4452641,-33.3628114,2
-70.4452663,-33.3627958,2
-70.4452762,-33.3627684,2
-70.4452876,-33.3627529,2
-70.4452991,-33.3627373,2
-70.445307,-33.3627253,2
-70.445319,-33.3627079,2
-70.4453294,-33.3626821,2
-70.4453387,-33.3626631,2
-70.4453419,-33.362644,2
-70.44536,-33.362598,2
-70.4453754,-33.3625668,2
-70.4453854,-33.3625484,2
-70.445397,-33.3625216,2
-70.4454035,-33.3624883,2
-70.4454128,-33.3624552,2
-70.4454183,-33.3624227,2
-70.4454228,-33.3623962,2
-70.445417,-33.3623677,2
-70.4454069,-33.3623432,2
-70.4454035,-33.3623181,2
-70.4453973,-33.3622858,2
-70.4453865,-33.3622588,2
-70.4453783,-33.3622383,2
-70.4453661,-33.3622209,2
-70.4453572,-33.3622051,2
-70.4453487,-33.362184,2
-70.4453373,-33.3621555,2
-70.4453252,-33.3621315,2
-70.4453159,-33.3621146,2
-70.445299,-33.3620931,2
-70.4452742,-33.3620669,2
-70.4452645,-33.3620432,2
-70.4452467,-33.3620221,2
-70.4452363,-33.3620037,2
-70.4452177,-33.3619879,2
-70.4452065,-33.3619789,2
-70.4451881,-33.3619572,2
-70.4451687,-33.3619504,2
-70.4451573,-33.3619413,2
-70.4451379,-33.3619293,2
-70.4451224,-33.3619187,2
-70.4450993,-33.3618899,2
-70.4450835,-33.3618791,2
-70.4450635,-33.361867,2
-70.4450472,-33.3618576,2
-70.4450351,-33.361844,2
-70.4450144,-33.3618341,2
-70.4449979,-33.3618202,2
-70.4449817,-33.3618007,2
-70.4449693,-33.3617856,2
-70.4449439,-33.3617641,2
-70.4449271,-33.3617338,2
-70.4449144,-33.3617178,2
-70.4449028,-33.3616863,2
-70.4449023,-33.3616756,2
-70.4449011,-33.3616539,2
-70.4449041,-33.3616365,2
-70.444907,-33.3616188,2
-70.4449102,-33.361602,2
-70.444916,-33.3615851,2
-70.4449251,-33.3615642,2
-70.4449349,-33.361551,2
-70.4449387,-33.3615439,2
-70.4449517,-33.3615292,2
-70.4449631,-33.3615115,2
-70.4449723,-33.3615043,2
-70.4449839,-33.3614863,2
-70.4449997,-33.3614739,2
-70.4450145,-33.3614566,2
-70.4450274,-33.361447,2
-70.4450347,-33.361438,2
-70.4450529,-33.361427,2
-70.4450651,-33.3614196,2
-70.4450823,-33.361403,2
-70.4450954,-33.3613917,2
-70.4451093,-33.3613661,2
-70.4451241,-33.3613368,2
-70.4451378,-33.3613121,2
-70.4451436,-33.3612971,2
-70.4451468,-33.3612817,2
-70.4451541,-33.3612592,2
-70.4451579,-33.3612401,2
-70.4451582,-33.3612245,2
-70.4451522,-33.3612121,2
-70.4451467,-33.3611964,2
-70.445141,-33.3611805,2
-70.4451342,-33.3611713,2
-70.4451258,-33.3611544,2
-70.4451146,-33.3611364,2
-70.4451055,-33.3611226,2
-70.4450968,-33.3611051,2
-70.4450896,-33.3610954,2
-70.445077,-33.3610837,2
-70.4450647,-33.3610665,2
-70.4450599,-33.3610581,2
-70.4450494,-33.3610484,2
-70.4450392,-33.3610349,2
-70.445029,-33.3610214,2
-70.4450186,-33.361008,2
-70.445005,-33.3609942,2
-70.4449892,-33.3609722,2
-70.4449809,-33.3609631,2
-70.4449676,-33.3609417,2
-70.4449477,-33.3609225,2
-70.444933700000007,-33.3609043,2
-70.4449161,-33.3608891,2
-70.4449049,-33.3608712,2
-70.4448908,-33.3608484,2
-70.4448763,-33.3608258,2
-70.4448703,-33.3608176,2
-70.4448592,-33.3607932,2
-70.4448507,-33.3607774,2
-70.4448424,-33.3607569,2
-70.4448308,-33.3607348,2
-70.4448193,-33.3607114,2
-70.4448102,-33.3606985,2
-70.4448011,-33.3606821,2
-70.4447853,-33.3606634,2
-70.4447728,-33.3606413,2
-70.4447605,-33.360614,2
-70.4447578,-33.3605984,2
-70.4447528,-33.3605677,2
-70.4447505,-33.3605489,2
-70.4447482,-33.3605299,2
